list_name,name,label::english
a3_sub_district,YE200556,Adh Dhira - Otmah
a3_sub_district,YE200557,Bani Al Arass
a3_sub_district,YE200558,Bani Husayn
a3_sub_district,YE200559,Ash Sharm As Safil
a3_sub_district,YE200560,Bani Rafi
a3_sub_district,YE200561,Ash Sharm Al Aali
a3_sub_district,YE200562,Rabiat Bani Bahr
a3_sub_district,YE200563,Halmah wa Bani Ayub
a3_sub_district,YE200564,Al Qabl
a3_sub_district,YE200565,Bani Buayth
a3_sub_district,YE200566,Bani Abdulsamad
a3_sub_district,YE200567,Barwah
a3_sub_district,YE200568,Bani Asad
a3_sub_district,YE200569,Bani Aywah
a3_sub_district,YE200570,Al Gharbi wa At Tafn
a3_sub_district,YE200571,Al Masani - Otmah
a3_sub_district,YE200572,Al Qushab
a3_sub_district,YE200573,Al Gharbi wa Al Fajrah
a3_sub_district,YE200574,Ash sharafi
a3_sub_district,YE200575,Kabirah
a3_sub_district,YE200576,Dawrah
a3_sub_district,YE200577,Bani Gharib
a3_sub_district,YE200621,Bani Al Haddad - Wusab Al Aali
a3_sub_district,YE200622,Ar Rawdah - Wusab Al Aali
a3_sub_district,YE200623,Al Asluh
a3_sub_district,YE200624,Al Atab
a3_sub_district,YE200625,Al Hijrah - Wusab Al Aali
a3_sub_district,YE200626,Ash Sharaqi
a3_sub_district,YE200627,Numan - Wusab Al Aali
a3_sub_district,YE200628,Al Jarani
a3_sub_district,YE200629,Dulaf
a3_sub_district,YE200630,Al Kalbin
a3_sub_district,YE200631,Al Qudmah
a3_sub_district,YE200632,Bahwan
a3_sub_district,YE200633,Halabah wa Mishar
a3_sub_district,YE200634,Qaidah
a3_sub_district,YE200635,Kalah wa Al Ahyam
a3_sub_district,YE200636,Ijbar Awali
a3_sub_district,YE200637,Ash Shurakaa
a3_sub_district,YE200638,Al Murabah
a3_sub_district,YE200639,As Salul
a3_sub_district,YE200640,Ad Dayadir
a3_sub_district,YE200641,Mahzar
a3_sub_district,YE200642,Ash Sharqi - Wusab Al Aali
a3_sub_district,YE200643,Al Quwati
a3_sub_district,YE200644,Al Hitari
a3_sub_district,YE200645,Bani Kindash
a3_sub_district,YE200646,Al Mawsatah - Wusab Al Aali
a3_sub_district,YE200647,Al Jadlah
a3_sub_district,YE200648,Dhuhr
a3_sub_district,YE200649,Al Anin
a3_sub_district,YE200650,Dhi Hamd
a3_sub_district,YE200651,Qasht Ruma
a3_sub_district,YE200652,Bilad As Sadah
a3_sub_district,YE200653,Al Manarah
a3_sub_district,YE200654,Araf
a3_sub_district,YE200655,Ijbar Sawafil
a3_sub_district,YE200656,Yaris - Wusab Al Aali
a3_sub_district,YE200657,Bani Kindah
a3_sub_district,YE200658,Khadman
a3_sub_district,YE200659,Maghram Al Wasat
a3_sub_district,YE200660,Al Gharbi Al Aali
a3_sub_district,YE200661,Al Gharbi As Safil
a3_sub_district,YE200662,Bani Al Hubayshi
a3_sub_district,YE200663,Habr
a3_sub_district,YE200664,As Sayf - Wusab Al Aali
a3_sub_district,YE200665,Dhafran
a3_sub_district,YE200666,Jabal Matahan
a3_sub_district,YE200667,Ghaythan
a3_sub_district,YE200668,Adh Dhahir - Wusab Al Aali
a3_sub_district,YE200669,Sinwah
a3_sub_district,YE200670,Al Bayadi
a3_sub_district,YE200671,Al Kalbayn Al Janubi
a3_sub_district,YE200672,Arf As Saminah
a3_sub_district,YE200673,Bani An Namar
a3_sub_district,YE200674,Al Mahjar
a3_sub_district,YE200675,Bani Shunayf - Wusab Al Aali
a3_sub_district,YE200676,Al Athluth
a3_sub_district,YE200677,Ash Shawkaa
a3_sub_district,YE200678,Bani Al Musanif
a3_sub_district,YE200679,Al Ajud - Wusab Al Aali
a3_sub_district,YE200680,Bani Rabiah - Wusab Al Aali
a3_sub_district,YE200681,Himyar - Wusab Al Aali
a3_sub_district,YE200682,Bani Hafs
a3_sub_district,YE200683,Sharqi Jar
a3_sub_district,YE200684,As Sanah - Wusab Al Aali
a3_sub_district,YE200685,Zajid
a3_sub_district,YE200686,Al Ijbar
a3_sub_district,YE200687,Sharqi Kabud
a3_sub_district,YE200688,Gharbi Kabud
a3_sub_district,YE200689,Sabin wa Ar Ruqi
a3_sub_district,YE200690,Al Awl
a3_sub_district,YE200691,Shajb
a3_sub_district,YE200692,Bani Al Waali
a3_sub_district,YE200693,Jabal Khyur
a3_sub_district,YE200721,Bani Ghushaym - Wusab As Safil
a3_sub_district,YE200722,Al Ladul
a3_sub_district,YE200723,Bani Omar - Wusab As Safil
a3_sub_district,YE200724,Bani Ahmad Al Aali
a3_sub_district,YE200725,Adh Dhuhrah - Wusab As Safil
a3_sub_district,YE200726,Bani Hutam
a3_sub_district,YE200727,Ash Shuayb - Wusab As Safil
a3_sub_district,YE200728,Al Athbut
a3_sub_district,YE200729,Bani Husam
a3_sub_district,YE200730,Al Ajraf
a3_sub_district,YE200731,Al Majuhi
a3_sub_district,YE200732,Bani Ghulays
a3_sub_district,YE200733,Al Qaraqirah
a3_sub_district,YE200734,Bani Mazij
a3_sub_district,YE200735,Talhah
a3_sub_district,YE200736,Bakhish
a3_sub_district,YE200737,Bani Lahib
a3_sub_district,YE200738,Bani Salamah Ash Sharqi
a3_sub_district,YE200739,Ash Shaawir wa Ash Shamaah
a3_sub_district,YE200740,Bani Abas - Wusab As Safil
a3_sub_district,YE200741,Bani Abdallah - Wusab As Safil
a3_sub_district,YE200742,Bani Arif
a3_sub_district,YE200743,Bani Ahmad As Safil
a3_sub_district,YE200744,Bani Mohammad - Wusab As Safil
a3_sub_district,YE200745,Bani Muanis
a3_sub_district,YE200746,Jarban
a3_sub_district,YE200747,Bani Sawadah
a3_sub_district,YE200748,Bani salih
a3_sub_district,YE200749,Bani Said - Wusab As Safil
a3_sub_district,YE200750,Bani Ali - Wusab As Safil
a3_sub_district,YE200751,Al Athlath
a3_sub_district,YE200752,Bani Al Azab wa Al Asalimah
a3_sub_district,YE200753,Bani Ash Shamakh
a3_sub_district,YE200754,Bani Ayash - Wusab As Safil
a3_sub_district,YE200755,Bani Mansur - Wusab As Safil
a3_sub_district,YE200756,Bayt Al Hay
a3_sub_district,YE200757,Bani Ar Ramad
a3_sub_district,YE200758,Al Misbah
a3_sub_district,YE200759,Bani Marjaf
a3_sub_district,YE200760,Al Magharib - Wusab As Safil
a3_sub_district,YE200761,Bani Salamah Al Gharbiyah
a3_sub_district,YE200762,Ad Dashir
a3_sub_district,YE200763,Al Majabah
a3_sub_district,YE200764,Al Aris
a3_sub_district,YE200765,Shukr
a3_sub_district,YE200766,Qardan As Sun
a3_sub_district,YE200767,Rub Al Magharim
a3_sub_district,YE200768,Sujayr Al Mahawir
a3_sub_district,YE200769,Bani Masud
a3_sub_district,YE200770,Bani Musa - Wusab As Safil
a3_sub_district,YE200771,Wadi Al Khashab
a3_sub_district,YE200821,Dhamar
a3_sub_district,YE200822,Manqadhah
a3_sub_district,YE200921,Asbil
a3_sub_district,YE200922,Al Athlaa
a3_sub_district,YE200923,Al Jarshah - Mayfaat Ans
a3_sub_district,YE200924,Ans As Salamah
a3_sub_district,YE200925,Salat Zabid - Mayfaat Ans
a3_sub_district,YE201021,Jabal Ad Dar
a3_sub_district,YE201022,Wadi Al Har
a3_sub_district,YE201023,Salat Masaj
a3_sub_district,YE201024,Yar
a3_sub_district,YE201025,Salat Zabid - Ans
a3_sub_district,YE201026,Jabal Zabid
a3_sub_district,YE201027,Wadi Zabid
a3_sub_district,YE201121,Khums Al Haql
a3_sub_district,YE201122,Khums Al Wasat
a3_sub_district,YE201123,Al Qitah
a3_sub_district,YE201124,Al Aridah - Dwran Anis
a3_sub_district,YE201125,Bakil - Dwran Anis
a3_sub_district,YE201126,Khums Hazim
a3_sub_district,YE201127,Bayt Al Hajri
a3_sub_district,YE201128,Khums Bani As Suhaqi
a3_sub_district,YE201129,Bani Suwayd - Dwran Anis
a3_sub_district,YE201130,Himyar - Dwran Anis
a3_sub_district,YE201131,Bani Ash Shii
a3_sub_district,YE201132,Al Marwan
a3_sub_district,YE201133,Bayt Al Omaysi
a3_sub_district,YE201134,Thumanah
a3_sub_district,YE201135,As Salaf - Dwran Anis
a3_sub_district,YE201136,Bani Hatim - Dwran Anis
a3_sub_district,YE201137,Ihlal
a3_sub_district,YE201138,Al Habs
a3_sub_district,YE201139,Dhulaym
a3_sub_district,YE201140,Yatar
a3_sub_district,YE201141,Al Kab
a3_sub_district,YE201142,Jabal As suq
a3_sub_district,YE201143,Sharih - Dawran Anis
a3_sub_district,YE201144,Hadad
a3_sub_district,YE201145,Khums Bani Fadl
a3_sub_district,YE201146,Arjaz
a3_sub_district,YE201147,Bani Al Ashram
a3_sub_district,YE201148,Bani Isa - Dwran Anis
a3_sub_district,YE201149,Bayt Al Ansi
a3_sub_district,YE201150,Al Jabal - Dwran Anis
a3_sub_district,YE201151,As Sayh
a3_sub_district,YE201221,Al Kaynaah
a3_sub_district,YE201222,As Sayd
a3_sub_district,YE201223,Al Jahili
a3_sub_district,YE201224,Kuhal
a3_sub_district,YE201225,Ghurban - Al Manar
a3_sub_district,YE201226,Dhi Hud
a3_sub_district,YE201227,Jabal Ishaq
a3_sub_district,YE201228,Dhahib
a3_sub_district,YE201229,Anaban
a3_sub_district,YE201230,Bani As Saghir
a3_sub_district,YE201231,Al Majan
a3_sub_district,YE201232,Al Jaafirah - Al Manar
a3_sub_district,YE201233,Ar Raiyah
a3_sub_district,YE201234,Mawir
a3_sub_district,YE201235,Bani Salamah
a3_sub_district,YE201236,Al Mainah
a3_sub_district,YE210121,Dahr
a3_sub_district,YE210221,At Talh - At Talh
a3_sub_district,YE210321,Jardan
a3_sub_district,YE210421,Armaa
a3_sub_district,YE210521,Osaylan
a3_sub_district,YE210621,Ayn
a3_sub_district,YE210721,Al-Olya
a3_sub_district,YE210821,Al Jafrah - Markhah Al Olya
a3_sub_district,YE210822,Al Haydah
a3_sub_district,YE210823,Al Khis
a3_sub_district,YE210824,As Salmin
a3_sub_district,YE210825,Al Aqir
a3_sub_district,YE210826,Al Quwah
a3_sub_district,YE210827,Halhal
a3_sub_district,YE210828,Nuqaq
a3_sub_district,YE210921,Markhah As Sufla
a3_sub_district,YE211021,Nisab
a3_sub_district,YE211121,Hatib
a3_sub_district,YE211221,As Said
a3_sub_district,YE211321,Ataq
a3_sub_district,YE211421,Habban
a3_sub_district,YE211521,Ar Rawdah - Ar Rawdah
a3_sub_district,YE211621,Mayfaah
a3_sub_district,YE211721,Radum
a3_sub_district,YE220121,Baqim
a3_sub_district,YE220122,Suhar Ash Sham
a3_sub_district,YE220123,Sharawah
a3_sub_district,YE220124,Yasnam
a3_sub_district,YE220125,Qahr Bani Al Harith
a3_sub_district,YE220126,Al Qutaynat
a3_sub_district,YE220127,Bani Maali
a3_sub_district,YE220221,Qatabir
a3_sub_district,YE220222,Khashir
a3_sub_district,YE220223,Hanbah
a3_sub_district,YE220224,Aal Thabit
a3_sub_district,YE220225,Aal Abdal
a3_sub_district,YE220321,Aal Yazid
a3_sub_district,YE220322,Aal Muqana wa Tariq wa Yahya
a3_sub_district,YE220323,Al Butayn
a3_sub_district,YE220324,Bani Ayash - Monabbih
a3_sub_district,YE220325,Aal Kathir
a3_sub_district,YE220326,Wald Abduh
a3_sub_district,YE220327,Aal Maswad
a3_sub_district,YE220328,Aal Mashyakh
a3_sub_district,YE220329,Al Qahratayn
a3_sub_district,YE220330,Al Waqishin
a3_sub_district,YE220331,Shudhan
a3_sub_district,YE220332,Bani Khawli - Monabbih
a3_sub_district,YE220333,Jalhaa
a3_sub_district,YE220421,Ar Rahmanin
a3_sub_district,YE220422,Wald Amir
a3_sub_district,YE220423,Dhawi Mohammad
a3_sub_district,YE220424,Ar Rubayn
a3_sub_district,YE220521,Ghumar
a3_sub_district,YE220522,Bani Rabiah - Razih
a3_sub_district,YE220523,Bakil - Razih
a3_sub_district,YE220524,Al Alaa
a3_sub_district,YE220525,Shaban
a3_sub_district,YE220526,Al Qadalat Ali
a3_sub_district,YE220527,Al Azhur - Razih
a3_sub_district,YE220528,Aal Otayf
a3_sub_district,YE220529,Jabal Al Ozd
a3_sub_district,YE220530,Al Ghur
a3_sub_district,YE220531,Al Hajlah
a3_sub_district,YE220532,An Nadhir
a3_sub_district,YE220533,Burkan
a3_sub_district,YE220534,Ash Shawariq
a3_sub_district,YE220535,Bani Al Qum
a3_sub_district,YE220536,Bani Sabah
a3_sub_district,YE220621,Al Waqr
a3_sub_district,YE220622,Al Waqish
a3_sub_district,YE220721,Adh Dhahir - Adh Dhahir
a3_sub_district,YE220722,Ghafirah
a3_sub_district,YE220821,Haydan
a3_sub_district,YE220822,Zabid Al Jabal
a3_sub_district,YE220823,Oraymah
a3_sub_district,YE220824,Zabid Al Wadi
a3_sub_district,YE220825,Dhwaib Al Olya
a3_sub_district,YE220826,Maran As Sinwan
a3_sub_district,YE220827,Maran Wald Jashan
a3_sub_district,YE220828,Maran Wald Yahya
a3_sub_district,YE220829,Wald Ayish
a3_sub_district,YE220830,Wald Nuwar
a3_sub_district,YE220831,Wald Omar (Maran)
a3_sub_district,YE220832,Dhuayb As Sufla
a3_sub_district,YE220921,Saqin
a3_sub_district,YE220922,Erw
a3_sub_district,YE220923,Al Karb
a3_sub_district,YE220924,Al Khawalid
a3_sub_district,YE220925,Al Baydan
a3_sub_district,YE220926,Bani Sad Al Jahuz
a3_sub_district,YE220927,Sharaf Oraymah
a3_sub_district,YE220928,Bani Ghurban
a3_sub_district,YE220929,Wadi Al Hibal
a3_sub_district,YE220930,Alat Al Ghamr
a3_sub_district,YE220931,An Nawah
a3_sub_district,YE220932,Wari wa Omri
a3_sub_district,YE220933,Alat Al Afkhadh
a3_sub_district,YE220934,Aal Al Qasim
a3_sub_district,YE220935,Bani Sad Arash
a3_sub_district,YE220936,Bani Was
a3_sub_district,YE220937,Aal Al Waqish
a3_sub_district,YE220938,Al Mahrath
a3_sub_district,YE220939,Aal Yusuf
a3_sub_district,YE220940,Al Jahrah
a3_sub_district,YE220941,Nuni wa Wadi Khayr
a3_sub_district,YE221021,Majz
a3_sub_district,YE221022,Bani Shunayf - Majz
a3_sub_district,YE221023,Dahyan
a3_sub_district,YE221024,Bani Suwayd - Majz
a3_sub_district,YE221025,Bani Hudhayfah
a3_sub_district,YE221026,Wadi Falah
a3_sub_district,YE221027,Sarrah
a3_sub_district,YE221028,Alt Ar Rabi
a3_sub_district,YE221029,Al Maarif
a3_sub_district,YE221030,Aal Jabir
a3_sub_district,YE221031,Sahat Wald Omar
a3_sub_district,YE221032,Bani Obad
a3_sub_district,YE221121,Al Azqul
a3_sub_district,YE221122,Bani Owayr
a3_sub_district,YE221123,Al Hamzat
a3_sub_district,YE221124,As Sahn
a3_sub_district,YE221125,At Talh - Sahar
a3_sub_district,YE221126,Wald Masud - Sahar
a3_sub_district,YE221127,Bani Muadh
a3_sub_district,YE221128,Wadi Alaf
a3_sub_district,YE221129,Farwah wa Al Mahadhir
a3_sub_district,YE221221,Nashur
a3_sub_district,YE221222,Akwan
a3_sub_district,YE221223,Wadi Madhab
a3_sub_district,YE221224,Wadiah - As Safra
a3_sub_district,YE221225,Sharmat
a3_sub_district,YE221226,Al Miqbab
a3_sub_district,YE221227,Wald Masud - As Safra
a3_sub_district,YE221321,Amlah
a3_sub_district,YE221322,Al Jafrah - Al Hashwah
a3_sub_district,YE221323,Al Aqiq
a3_sub_district,YE221324,Adhlah
a3_sub_district,YE221421,Aal Muqbil - Kitaf wa Al Boqa
a3_sub_district,YE221422,Amlah Aal Salim
a3_sub_district,YE221423,Amlah Wailah
a3_sub_district,YE221424,Wadi Aal Abu Jabarah
a3_sub_district,YE221425,Al Far
a3_sub_district,YE221426,Al Buq
a3_sub_district,YE221427,Al Atfin
a3_sub_district,YE221521,Sadah
a3_sub_district,YE221522,Al Abdin Gharaz
a3_sub_district,YE230121,Rub Hamdan
a3_sub_district,YE230122,Wadiah - Hamdan
a3_sub_district,YE230123,Jusham
a3_sub_district,YE230124,Bani Mukaram
a3_sub_district,YE230221,Bani Ali - Arhab
a3_sub_district,YE230222,Eyal Abdallah
a3_sub_district,YE230223,Al Mansur
a3_sub_district,YE230224,Shakir
a3_sub_district,YE230225,Bayt Marran
a3_sub_district,YE230226,Bani Hakam
a3_sub_district,YE230227,Az Zubayrat - Arhab
a3_sub_district,YE230228,Bani Sulayman - Arhab
a3_sub_district,YE230229,Habar
a3_sub_district,YE230230,Zindan
a3_sub_district,YE230231,Al Khamis - Arhab
a3_sub_district,YE230232,Shab
a3_sub_district,YE230233,Ath Thulth - Arhab
a3_sub_district,YE230234,Hazm
a3_sub_district,YE230235,Bani Murah
a3_sub_district,YE230321,Eyal Sayad
a3_sub_district,YE230322,Eyal Mansur
a3_sub_district,YE230323,Al Hanashat
a3_sub_district,YE230324,Eyal Ghafir
a3_sub_district,YE230325,Marhabah - Nihm
a3_sub_district,YE230421,Eyal Malik
a3_sub_district,YE230422,Sawan
a3_sub_district,YE230423,Sarif
a3_sub_district,YE230424,Dhi Marmar
a3_sub_district,YE230425,Adran
a3_sub_district,YE230426,Rujam
a3_sub_district,YE230427,Ash Shurfah
a3_sub_district,YE230428,Al Abnaa
a3_sub_district,YE230429,Ar Rawnah
a3_sub_district,YE230521,Al Hams Al Adani
a3_sub_district,YE230522,Al Khums Al Khamis
a3_sub_district,YE230523,Wadi Jubayb
a3_sub_district,YE230524,Khums Wadi Janah
a3_sub_district,YE230525,Khums Al Wadi Al Awsat
a3_sub_district,YE230526,Sarfat Wadjah
a3_sub_district,YE230527,Anaqah
a3_sub_district,YE230528,Wadi Al Ajbar
a3_sub_district,YE230529,Ar Rub Al Gharbi
a3_sub_district,YE230530,Ar Rub Ash Sharqi - Sanhan wa Bani Bahlul
a3_sub_district,YE230531,Al Farwat
a3_sub_district,YE230532,Qa Al Habab
a3_sub_district,YE230621,Rub Al Abs
a3_sub_district,YE230622,Walan
a3_sub_district,YE230623,Ar Rub Ash Sharqi - Bilad Ar Rus
a3_sub_district,YE230624,Rub Awlad Hasan
a3_sub_district,YE230721,Bani Qays - Bani Matar
a3_sub_district,YE230722,Diyan
a3_sub_district,YE230723,Jabal An Nabi Shuib
a3_sub_district,YE230724,Al Arus
a3_sub_district,YE230725,Janb
a3_sub_district,YE230726,Bani Ar Rai
a3_sub_district,YE230727,Shihab Al Asfal
a3_sub_district,YE230728,Shihab Al Ala
a3_sub_district,YE230729,Al Hadab - Bani Matar
a3_sub_district,YE230730,Ath Thulth - Bani Matar
a3_sub_district,YE230731,Al Barawiyah
a3_sub_district,YE230732,Bani Sur
a3_sub_district,YE230733,Hazzat Sahman
a3_sub_district,YE230734,Baqlan
a3_sub_district,YE230821,Al Hadab - Al Haymah Ad Dakhiliyah
a3_sub_district,YE230822,Bani Amr - Al Haymah Ad Dakhiliyah
a3_sub_district,YE230823,Bani As Sayagh
a3_sub_district,YE230824,Al Ahbub
a3_sub_district,YE230825,Al Jidan
a3_sub_district,YE230826,Bani Mihalhal
a3_sub_district,YE230827,Bilad Al Qabail
a3_sub_district,YE230828,Bani An Nimri
a3_sub_district,YE230829,Bani Yusuf - Al Haymah Ad Dakhiliyah
a3_sub_district,YE230830,Bani Al Hudhayfi
a3_sub_district,YE230921,Mafhaq
a3_sub_district,YE230922,Bani Mansur - Al Haymah Al Kharijiyah
a3_sub_district,YE230923,Al Arush - Al Haymah Al Kharijiyah
a3_sub_district,YE230924,Wahbi
a3_sub_district,YE230925,As Sufah
a3_sub_district,YE230926,Bayt Al Ali
a3_sub_district,YE230927,Al Jahadib
a3_sub_district,YE230928,Darwan
a3_sub_district,YE230929,Suhah
a3_sub_district,YE230930,Yadi
a3_sub_district,YE230931,Bani Sulayman - Al Haymah Al Kharijiyah
a3_sub_district,YE230932,Ar Rub
a3_sub_district,YE230933,Al Mikhlaf - Al Haymah Al Kharijiyah
a3_sub_district,YE230934,Al Ajz
a3_sub_district,YE230935,Bayt Ibn Mahdi
a3_sub_district,YE230936,Bani Bajir
a3_sub_district,YE230937,Bani Jahdab
a3_sub_district,YE230938,Bani Mohammad - Al Haymah Al Kharijiyah
a3_sub_district,YE230939,Bani orwah
a3_sub_district,YE230940,Jahalah
a3_sub_district,YE230941,As Suds
a3_sub_district,YE230942,Al Hatab
a3_sub_district,YE230943,Al Mahyam
a3_sub_district,YE230944,Al Amur - Al Haymah Al Kharijiyah
a3_sub_district,YE230945,Bayt Al Jaridi
a3_sub_district,YE230946,Bani Walid
a3_sub_district,YE230947,Bani Al Qalam
a3_sub_district,YE230948,Siham
a3_sub_district,YE230949,Dabi Siham
a3_sub_district,YE230950,Bani Furas
a3_sub_district,YE230951,Bani Shamhan
a3_sub_district,YE231021,Manakhah
a3_sub_district,YE231022,Dawah
a3_sub_district,YE231023,Bani Hasan wa Husayn
a3_sub_district,YE231024,Bani Barah
a3_sub_district,YE231025,Bani Ishaq - Manakhah
a3_sub_district,YE231026,Bani Ismail
a3_sub_district,YE231027,Al Aghmur
a3_sub_district,YE231028,As Suds wa Bani Ataa
a3_sub_district,YE231029,Bani Khattab - Manakhah
a3_sub_district,YE231030,Al Magharib Al Olya
a3_sub_district,YE231031,Al Magharib As Sufla
a3_sub_district,YE231032,Husban
a3_sub_district,YE231033,Lahab
a3_sub_district,YE231034,Al Yaabir
a3_sub_district,YE231035,Ath Thulth - Manakhah
a3_sub_district,YE231036,Bani Muqatil
a3_sub_district,YE231037,Hawzan
a3_sub_district,YE231038,Masar
a3_sub_district,YE231121,Matuh
a3_sub_district,YE231122,Al Magharib - Safan
a3_sub_district,YE231123,Bani Jarban
a3_sub_district,YE231124,Al Jirwah
a3_sub_district,YE231125,Bani Ishaq - Safan
a3_sub_district,YE231126,Bani Araf
a3_sub_district,YE231127,Madwal
a3_sub_district,YE231128,At Taraf
a3_sub_district,YE231221,Al Arush - Khawlan
a3_sub_district,YE231222,Habab Aal Hantash
a3_sub_district,YE231223,Bani Shaddad
a3_sub_district,YE231224,Al Makir Al Laghbaa
a3_sub_district,YE231321,Bani Siham
a3_sub_district,YE231322,Bani Jabr - At Tyal
a3_sub_district,YE231323,Al Sahman
a3_sub_district,YE231324,Jabal Al Lawz
a3_sub_district,YE231325,Qarawi At Tyal
a3_sub_district,YE231421,Bani Dabyan
a3_sub_district,YE231521,Al Yamaniyah Al Olya
a3_sub_district,YE231621,Miswar - Jihanah
a3_sub_district,YE231622,Al Yamaniyah As Sufla
a3_sub_district,YE231623,Hadar
a3_sub_district,YE231624,Qarawi
a3_sub_district,YE231625,Sahman Jihanah
a3_sub_district,YE240121,Dar Sad
a3_sub_district,YE240221,Ash Shaykh Othman
a3_sub_district,YE240321,Al Mansurah
a3_sub_district,YE240421,Al Burayqah
a3_sub_district,YE240521,At Tawahi
a3_sub_district,YE240621,Al Mualla
a3_sub_district,YE240721,Sirah
a3_sub_district,YE240821,Khur Maksar
a3_sub_district,YE250121,Al Had
a3_sub_district,YE250221,Labus
a3_sub_district,YE250321,Al Maflahi
a3_sub_district,YE250421,Yahr
a3_sub_district,YE250521,Habil Jabr
a3_sub_district,YE250621,Habil Ar Raydah
a3_sub_district,YE250721,al Habilin
a3_sub_district,YE250821,Al Malah
a3_sub_district,YE250921,Al Musaymir
a3_sub_district,YE251021,Al Qubaytah
a3_sub_district,YE251022,Al Yusufayn
a3_sub_district,YE251023,Al Hajr Hadlan
a3_sub_district,YE251024,Karish
a3_sub_district,YE251121,Tur Al Bahah
a3_sub_district,YE251221,Zurayqat Ash Sham
a3_sub_district,YE251222,Zurayqat Al Yaman
a3_sub_district,YE251223,An Najishah
a3_sub_district,YE251224,Al Abadilah
a3_sub_district,YE251225,Buaymah
a3_sub_district,YE251226,Al Kaawish
a3_sub_district,YE251227,Al Ashahibah
a3_sub_district,YE251228,Al Akahilah
a3_sub_district,YE251229,Zaazi
a3_sub_district,YE251230,Al Ashbut
a3_sub_district,YE251231,Al Madjarah
a3_sub_district,YE251232,Zuqayhah
a3_sub_district,YE251233,Az Zaimah
a3_sub_district,YE251234,Al Hunayshah
a3_sub_district,YE251235,Al Anbuh
a3_sub_district,YE251236,As Sawalihah
a3_sub_district,YE251237,Mabaq
a3_sub_district,YE251238,As Sud
a3_sub_district,YE251239,Al Jalilah
a3_sub_district,YE251240,Al Mukabarah
a3_sub_district,YE251241,Al Magharimah
a3_sub_district,YE251242,Al Huwayshah
a3_sub_district,YE251243,Ad Dahmashah
a3_sub_district,YE251321,Al Madaribah
a3_sub_district,YE251322,Al Arah
a3_sub_district,YE251421,Al Hawtah - Al Hawtah
a3_sub_district,YE251521,Al Hawtah - Tuban
a3_sub_district,YE260121,Aal Hadhqayn
a3_sub_district,YE260122,Al Ashraf - Majzar
a3_sub_district,YE260123,As Sahari
a3_sub_district,YE260221,Raghwan
a3_sub_district,YE260321,Madghal Al Jidan
a3_sub_district,YE260421,Bani Amr - Harib Al Qaramish
a3_sub_district,YE260422,Bani Sakran
a3_sub_district,YE260521,Ahl Ali
a3_sub_district,YE260522,Al Abdah
a3_sub_district,YE260523,Bani Maud
a3_sub_district,YE260524,Al Majza - Bidbadah
a3_sub_district,YE260525,Bani Mohammad - Bidbadah
a3_sub_district,YE260526,Bani Shakir
a3_sub_district,YE260527,Al Jarida
a3_sub_district,YE260621,Al Mahjazah
a3_sub_district,YE260622,Sirwah
a3_sub_district,YE260623,Arak
a3_sub_district,YE260721,Al Jadidah
a3_sub_district,YE260722,Al Jarshah - Al Jubah
a3_sub_district,YE260723,Naja
a3_sub_district,YE260724,Jabal As Sahl
a3_sub_district,YE260725,Yarah
a3_sub_district,YE260821,Rahabah
a3_sub_district,YE260822,Aal Bushah
a3_sub_district,YE260823,Aal Jamil
a3_sub_district,YE260824,Al Qaradiah
a3_sub_district,YE260825,Aal Ham
a3_sub_district,YE260921,Aal Mansur - Harib
a3_sub_district,YE260922,At Tabir
a3_sub_district,YE260923,Sharq As Sih
a3_sub_district,YE260924,Aal Mudhaffar As Sadarah
a3_sub_district,YE260925,Al Adi
a3_sub_district,YE260926,Al Quhaytah
a3_sub_district,YE260927,Al Ashraf - Harib
a3_sub_district,YE260928,Aal Abu Tuhayf
a3_sub_district,YE260929,Al Qawim - Harib
a3_sub_district,YE260930,Aal Aqil
a3_sub_district,YE260931,Jaradha
a3_sub_district,YE261021,Al Amud Aal Talib
a3_sub_district,YE261022,Al Qirsh Aal Ahmad
a3_sub_district,YE261023,Al Arsh - Mahliyah
a3_sub_district,YE261024,Halaqat Aal Husayn
a3_sub_district,YE261025,Qaniyah - Mahliyah
a3_sub_district,YE261121,Aal Ghanim
a3_sub_district,YE261122,Aal Ath Thabithi
a3_sub_district,YE261123,Aal Awad
a3_sub_district,YE261124,Aal Balghayth wa Lamdhud
a3_sub_district,YE261125,Aal Az Zabidi
a3_sub_district,YE261126,Aal As Saidi
a3_sub_district,YE261127,Aal Muqbil - Al Abdiyah
a3_sub_district,YE261128,Aal Hamran
a3_sub_district,YE261221,Al Ashraf - Marib City
a3_sub_district,YE261321,Aal Jalal
a3_sub_district,YE261322,Aal Fujayh
a3_sub_district,YE261323,Aal Rashid Munif
a3_sub_district,YE261324,Aal Mashal
a3_sub_district,YE261325,Aal Qazah
a3_sub_district,YE261326,Aal Shabwan
a3_sub_district,YE261421,Jabal Murad
a3_sub_district,YE270121,Shibam - Shibam Kawkaban
a3_sub_district,YE270122,Dila Al Ala
a3_sub_district,YE270123,Al Ahjir
a3_sub_district,YE270124,Az Zubayrat - Shibam Kawkaban
a3_sub_district,YE270221,Al Qasabah
a3_sub_district,YE270222,Bani Al Khayat
a3_sub_district,YE270223,Shamat (Hissn Al Makhir)
a3_sub_district,YE270224,Bani Adh Dhulani
a3_sub_district,YE270225,Bani Sari - At Tawilah
a3_sub_district,YE270226,Laah
